,VENDOR_NAME,VENDOR_STATE_PROVINCE,MCC_DESCRIPTION
2875,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2876,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2877,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2878,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2879,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2880,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2881,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2882,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2883,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2884,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2885,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2886,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2887,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2888,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2889,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2890,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2891,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2892,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2893,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2894,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2895,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
2896,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
2897,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2898,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
2899,BRANCH SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2900,PBD*APHA PUBLICATIONS,DC,BookStores
2901,GOVERNMENT FINANCE OFF,IL,DirectMarketing-NotElsewhereClassified
2902,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
2903,GRADUATE SCHOOL CONF.,DC,"EducationalServices,NotElsewhereClassified"
2904,ASSOCIATION OF GOVERNM,VA,"MembershipOrganizations,NotElsewhereClassified"
2905,AMERICAN LIBRARY ASSOC,IL,"EducationalServices,NotElsewhereClassified"
2906,AMERICAN LIBRARY ASSOC,IL,"EducationalServices,NotElsewhereClassified"
2907,"BOOK WHOLESALERS, INC.",IL,BookStores
2908,COMMUTER INFORMATION C,MD,Local/SuburbanCommuterTransportation
2909,COMMUTER INFORMATION C,MD,Local/SuburbanCommuterTransportation
2910,UMCP CASHIER,MD,"GovernmentServices,NotElsewhereClassified"
2911,GOLD LINE,MD,BusLines
2912,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2913,HAMPTON INN,NY,HamptonInns
2914,HAMPTON INN,NY,HamptonInns
2915,WASH METRO    00074344,DC,Local/SuburbanCommuterTransportation
2916,,,UnknownVendor
2917,THE WASHINGTON INFORME,DC,"Books,PeriodicalsAndNewspapers"
2918,WASH METRO    00052399,DC,Local/SuburbanCommuterTransportation
2919,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2920,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2921,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2922,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2923,WAREHEIM AIR BRAKES,MD,"AutomotiveParts,AccessoriesStores"
2924,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
2925,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
2926,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
2927,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
2928,CDW GOVERNMENT,IL,DirectMarketing-CatalogMerchants
2929,TECKNOMIC LLC,NY,ProfessionalServicesNotElsewhereDefined
2930,SUPRETECH INCORPORATED,DC,OfficeandCommercialFurniture
2931,"EACCESS SOLUTIONS, INC",IL,TelecommunicationsEquipmentIncl.TelephoneSales
2932,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2933,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2934,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
2935,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
2936,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
2937,WW GRAINGER,MD,"IndustrialSupplies,NotElsewhereClassified"
2938,CSG NEMA ONLINE,KY,"GovernmentServices,NotElsewhereClassified"
2939,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
2940,USPS 1050050281    QQQ,DC,PostageServices-GovernmentOnly
2941,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
2942,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
2943,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
2944,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
2945,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
2946,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
2947,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
2948,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
2949,WEARGUARD   * 69731389,MA,DirectMarketing-Comb.Catalog&RetailMerchants
2950,GREEN ROOFS (GRHC),ON,"Civic,Social&FraternalAssociations"
2951,AIRTRANAI 33200614409860,GA,MesabaAviation
2952,FDTEES,MD,"CommercialPhotography,Art&Graphics"
2953,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
2954,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
2955,NATIONAL STUDENT CLEAR,VA,InformationRetrievalServices
2956,NATIONAL STUDENT CLEAR,VA,InformationRetrievalServices
2957,REG*INNOV. MGT. PGM.,CA,BusinessServicesNotElsewhereClassified
2958,WASHINGTON WORK PLACE,VA,OfficeandCommercialFurniture
2959,HANN AND HANN,MD,"SpecialTradeContractors,NotElsewhereClassified"
2960,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2961,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
2962,STAPLES,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
2963,FRANK PARSONS PAPER LA,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
2964,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
2965,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
2966,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
2967,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
2968,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
2969,MOSAIC,MD,MiscellaneousPublishingAndPrinting
2970,FOLCOMER EQUIPMENT,MD,"Automotive,Aircraft&FarmEquipDealersnotclass."
2971,SPECIALTYSTORESERVICES,IL,"CommercialEquipment,NotElsewhereClassified"
2972,WSHPOST*2457GOVERNMENT,DC,AdvertisingServices
2973,TRAVEL-SVCFEES/OTHER,TX,TravelAgenciesandTourOperators
2974,AIR CAN  001475299948640,MB,AirCanada
2975,AIRTRANAI 33200616051350,GA,MesabaAviation
2976,SHERATON HOTELS,WA,SheratonHotels
2977,SHERATON HOTELS,WA,SheratonHotels
2978,SHERATON HOTELS,WA,SheratonHotels
2979,SHERATON HOTELS,WA,SheratonHotels
2980,RANSAR BUSINESS SERVIC,DC,MiscellaneousPublishingAndPrinting
2981,MICRO CENTER,MD,ComputerSoftwareStores
2982,LASER ART INC,DC,"Stationery,Office&SchoolSupplyStores"
2983,USAIRWAY  03723379052083,AZ,U.S.Air
2984,NATIONAL FORUM FOR BLA,DC,SpecialtyRetailStores-Miscellaneous
2985,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2986,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
2987,AMTRAK .CO0411048145162,DC,PassengerRailways
2988,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
2989,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
2990,NFPA NATL FIRE PROTECT,MA,DirectMarketing-NotElsewhereClassified
2991,SYDAR PRINTING CORP,MD,"Quick-Copy,ReproductionandBlueprintingServices"
2992,AMZ*AMAZON PAYMENTS,WA,BookStores
2993,AIA MEMBERSHIP,DC,"MembershipOrganizations,NotElsewhereClassified"
2994,AMERICAN SOCIETY ON AG,CA,SpecialtyRetailStores-Miscellaneous
2995,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
2996,US GREEN BUILD COUNCIL,DC,"Civic,Social&FraternalAssociations"
2997,QUICK MESSENGER SERVIC,MD,"CourierServices-AirOrGround,FreightForwarders"
2998,"ORANGE 32, INC",NY,MiscellaneousPublishingAndPrinting
2999,K AND R INDUSTRIES,VA,"PieceGoods,NotionsAndOtherDryGoods"
3000,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3001,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3002,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3003,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3004,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3005,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3006,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3007,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3008,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3009,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3010,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3011,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3012,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3013,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3014,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3015,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
3016,"IIU CONSULTING, INC",DC,BusinessServicesNotElsewhereClassified
3017,INTERNATIONAL ASSOC OF,MD,"EducationalServices,NotElsewhereClassified"
3018,VA DEPT OF FIRE PROGRA,VA,"College,Universities,ProfessionalSchools"
3019,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3020,ALLIED AIR COMPRESSOR,MD,"CommercialEquipment,NotElsewhereClassified"
3021,S AND H TRUCKING CO.,DC,"FreightCarriers,Trucking-Local/LongDistance"
3022,DUPONT COMPUTER INC,DC,ComputerSoftwareStores
3023,AIRPORT SHUTTLE RESERV,CT,ProfessionalServicesNotElsewhereDefined
3024,OMEGAL/WORLD OF ASPHAL,VA,"TransportationServices,NotElsewhereClassified"
3025,EXPEDIA*SERVICE FEES,NV,TravelAgenciesandTourOperators
3026,UMCP T2 CENTER,MD,"GovernmentServices,NotElsewhereClassified"
3027,USDA GRADUATE SCHOOL R,DC,"EducationalServices,NotElsewhereClassified"
3028,USDA GRADUATE SCHOOL R,DC,"EducationalServices,NotElsewhereClassified"
3029,ADSCOM CORPORATION,MD,"CommercialEquipment,NotElsewhereClassified"
3030,SAFEWARE INC,MD,SpecialtyRetailStores-Miscellaneous
3031,CONFIGURATION INC,DC,DirectMarketing-NotElsewhereClassified
3032,CONFIGURATION INC,DC,DirectMarketing-NotElsewhereClassified
3033,UNITY CONSTRUCTION OF,DC,DirectMarketing-NotElsewhereClassified
3034,MARSHALLS #0503,MD,FamilyClothingStores
3035,MARSHALLS #0503,MD,FamilyClothingStores
3036,MARSHALLS #0503,MD,FamilyClothingStores
3037,DESERT ROSE RESORT,NV,Hotels-Lodging(NotListedElsewhere)
3038,NABE,DC,CharitableAndSocialServiceOrganizations
3039,APLUSEVENTS,CA,BusinessServicesNotElsewhereClassified
3040,HILTON HOTELS,LA,HiltonHotels
3041,CTX AP270301NBJQMY31,IL,TravelAgenciesandTourOperators
3042,B I G INC,DC,ElectricalContractors
3043,BNA 5,VA,MiscellaneousPublishingAndPrinting
3044,SHRED IT WASHINGTON,MD,BusinessServicesNotElsewhereClassified
3045,SHRED IT WASHINGTON,MD,BusinessServicesNotElsewhereClassified
3046,SOCIETY FOR HUMAN RESO,VA,"MembershipOrganizations,NotElsewhereClassified"
3047,REI*EMS,CT,DirectMarketing-NotElsewhereClassified
3048,REI*EMS,CT,DirectMarketing-NotElsewhereClassified
3049,REI*EMS,CT,DirectMarketing-NotElsewhereClassified
3050,ASSOCIATION OF INSPE,NY,"MembershipOrganizations,NotElsewhereClassified"
3051,THOMSON WEST*TCD,MN,ProfessionalServicesNotElsewhereDefined
3052,COLLINSON ENTERPRISES,MD,SpecialtyRetailStores-Miscellaneous
3053,SHERATON BOSTON HOTEL,MA,SheratonHotels
3054,THE WASHINGTON TIMES -,DC,NewsDealers&Newsstands
3055,UFIRST *UNIFIRST CORP,MA,"ClothingRental-Costumes,FormalWear,Uniforms"
3056,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
3057,AMERICAN BAR ASSOCIATI,IL,ProfessionalServicesNotElsewhereDefined
3058,WMATA METRO CENTER BUL,DC,Local/SuburbanCommuterTransportation
3059,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
3060,COLORADO TIME SYSTEMS,CO,ElectricalPartsAndEquipment
3061,FEDEX 848794893650,TN,"CourierServices-AirOrGround,FreightForwarders"
3062,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
3063,SOUTHWES  5268771889413,TX,Southwest
3064,ASHP,MD,CharitableAndSocialServiceOrganizations
3065,WYNDHAM HOTELS ORLANDO,FL,WyndhamHotel&Resorts
3066,UOP ONLINE,AZ,"College,Universities,ProfessionalSchools"
3067,UNIVERSATA INC,MD,ProfessionalServicesNotElsewhereDefined
3068,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
3069,NASCIO INC,KY,"MembershipOrganizations,NotElsewhereClassified"
3070,BRODART SUPPLIES,PA,BookStores
3071,FOP GIFTSHOP,DC,"Gift,Card,Novelty,&SouvenirShops"
3072,NASHIA,MD,CharitableAndSocialServiceOrganizations
3073,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
3074,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
3075,CBS*CANONBUS SOLUTIONS,NJ,ElectricalandSmallApplianceRepairShops
3076,OFFICE DEPOT #1220,MD,DirectMarketing-Comb.Catalog&RetailMerchants
3077,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3078,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
3079,DELL SALES & SERVICE,TX,BusinessServicesNotElsewhereClassified
3080,SMARTMOTION TECHNOLOGY,CA,OfficeandCommercialFurniture
3081,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3082,THE CAROUSEL BCHFRNT H,MD,Hotels-Lodging(NotListedElsewhere)
3083,"EASTERN LIFT TRUCK CO,",MD,ElectricalPartsAndEquipment
3084,"EASTERN LIFT TRUCK CO,",MD,ElectricalPartsAndEquipment
3085,CDW GOVERNMENT,IL,DirectMarketing-CatalogMerchants
3086,TECHSMITH CORPORATION,MI,ElectronicSales
3087,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3088,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3089,BRENTWORKS INC,DC,"CommercialPhotography,Art&Graphics"
3090,RIMS,NY,"MembershipOrganizations,NotElsewhereClassified"
3091,WASHINGTONPOST NEWSWEE,VA,DirectMarketing-Continuity/SubscriptionMerchants
3092,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
3093,SEMINARS NAT'L/PADGETT,KS,"EducationalServices,NotElsewhereClassified"
3094,SEMINARS NAT'L/PADGETT,KS,"EducationalServices,NotElsewhereClassified"
3095,POTOMAC SERVICES INC,MD,BusinessServicesNotElsewhereClassified
3096,DELTA SCIENTIFIC CORP,CA,BusinessServicesNotElsewhereClassified
3097,QUICK MESSENGER SERVIC,MD,"CourierServices-AirOrGround,FreightForwarders"
3098,SENODA INC,DC,MiscellaneousPublishingAndPrinting
3099,SYDAR PRINTING CORP,MD,"Quick-Copy,ReproductionandBlueprintingServices"
3100,ATTM *997336619NBI,GA,FAXandTelecommunicationsService
3101,PEAVEY CORPORATION,KS,DirectMarketing-NotElsewhereClassified
3102,UNICOR,KY,"GovernmentServices,NotElsewhereClassified"
3103,ACFE,TX,"MembershipOrganizations,NotElsewhereClassified"
3104,AMERICAN  00175583567316,CT,AmericanAirlines
3105,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
3106,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
3107,SEMINARS NAT'L/PADGETT,KS,"EducationalServices,NotElsewhereClassified"
3108,CHAMPION TROPHIES INC,DC,SpecialtyRetailStores-Miscellaneous
3109,UPS*1Z8469TE3695127421,GA,"FreightCarriers,Trucking-Local/LongDistance"
3110,UPS*1Z8469TE3699039831,GA,"FreightCarriers,Trucking-Local/LongDistance"
3111,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
3112,CHEERIO PRINTING CO IN,MD,"Quick-Copy,ReproductionandBlueprintingServices"
3113,ROC*ROCKLER WDWRK HDWE,MN,DirectMarketing-CatalogMerchants
3114,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3115,SOUTHWES  5268522136487,TX,Southwest
3116,HOTEL NIKKO,CA,Hotels-Lodging(NotListedElsewhere)
3117,THE HOME DEPOT 2564,MD,HomeSupplyWarehouseStores
3118,EMBASSY SUITES-HAMPTON,VA,Hotels-Lodging(NotListedElsewhere)
3119,DATAWATCHSY,MD,"GovernmentServices,NotElsewhereClassified"
3120,ASSOC FOR FINANCIAL PR,MD,"MembershipOrganizations,NotElsewhereClassified"
3121,FRB*FORBES MAGAZINE,IA,DirectMarketing-Continuity/SubscriptionMerchants
3122,PROFESSIONAL PRODUCTS,MD,ElectricalPartsAndEquipment
3123,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
3124,IFEBP  *MILWAUKEE,WI,DirectMarketing-NotElsewhereClassified
3125,ANGLERS SPORTS CENTER,MD,SportingGoodsStores
3126,AMBASSADOR LOCK CO,MD,BusinessServicesNotElsewhereClassified
3127,"BIG STUFF, INCORPORATE",MD,BusinessServicesNotElsewhereClassified
3128,BLAYDES LOCK CO INC,DC,BusinessServicesNotElsewhereClassified
3129,MONA ELECTRIC GROUP,MD,"CommercialEquipment,NotElsewhereClassified"
3130,EXECUTIVE CONTRACTORS,DC,"GenlContractors-Residential,andCommercial"
3131,DESKMATE OFFICE PRODUC,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
3132,MID-ATLANTIC SHREDDING,MD,BusinessServicesNotElsewhereClassified
3133,MID-ATLANTIC SHREDDING,MD,BusinessServicesNotElsewhereClassified
3134,DURON #3987,MD,"Glass,Paint,WallpaperStores"
3135,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
3136,UNITED    01674065491221,TX,UnitedAirlines
3137,HASLER INC,CT,BusinessServicesNotElsewhereClassified
3138,"EASTERN LIFT TRUCK CO,",MD,ElectricalPartsAndEquipment
3139,GAL MANUFACTURING CORP,NY,DirectMarketing-NotElsewhereClassified
3140,R.REA CORP,DC,SpecialtyRetailStores-Miscellaneous
3141,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3142,CSG NEMA ONLINE,KY,"GovernmentServices,NotElsewhereClassified"
3143,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3144,WASH METRO    00052381,DC,Local/SuburbanCommuterTransportation
3145,WASH METRO    00052381,DC,Local/SuburbanCommuterTransportation
3146,DUPONT COMPUTER INC,DC,ComputerSoftwareStores
3147,STAPLES DIRECT00209411,CT,"Stationery,OfficeSupplies,Printing/WritingPaper"
3148,STAPLES DIRECT00209411,CT,"Stationery,OfficeSupplies,Printing/WritingPaper"
3149,ADVANTAGE WEB SOLUTION,MD,DataProcessingServices
3150,AASHTO,DC,"MembershipOrganizations,NotElsewhereClassified"
3151,SUPER WAREHOUSE,CA,"Computers,ComputerPeripheralEquipment,Software"
3152,SUPER WAREHOUSE,CA,"Computers,ComputerPeripheralEquipment,Software"
3153,BLUE BOY PRINTING CORP,DC,MiscellaneousPublishingAndPrinting
3154,AMAZON.COM,WA,BookStores
3155,NOBLE NATIONAL OFFICE,VA,CharitableAndSocialServiceOrganizations
3156,J E S ELECTRIC SERVICE,DC,ElectricalContractors
3157,EXECUTIVE CONTRACTORS,DC,"GenlContractors-Residential,andCommercial"
3158,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
3159,SPEX CERTIPREP,NJ,"ChemicalsandAlliedProducts,NotElsewhereClass."
3160,MILLIPORE   *AMERICAS,MA,ProfessionalServicesNotElsewhereDefined
3161,FEDEX 797334863336,TN,"CourierServices-AirOrGround,FreightForwarders"
3162,FEDEX KINKO'S #0917,MD,"Quick-Copy,ReproductionandBlueprintingServices"
3163,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3164,AMTRAK .CO0491000181611,DC,PassengerRailways
3165,AMERICAN  00174053081985,DC,AmericanAirlines
3166,AGNT FEE  89081425683456,DC,"Airlines,AirCarriers(notlistedelsewhere)"
3167,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
3168,OFFICE DEPOT #207,DC,"Stationery,Office&SchoolSupplyStores"
3169,LEX*LEXIS NEXIS,OH,DirectMarketing-NotElsewhereClassified
3170,WW GRAINGER,DC,"IndustrialSupplies,NotElsewhereClassified"
3171,DC BAR,DC,CharitableAndSocialServiceOrganizations
3172,DC BAR,DC,CharitableAndSocialServiceOrganizations
3173,WIRELESS COMMUNICATION,DC,ElectronicsRepairShops
3174,WIRELESS COMMUNICATION,DC,ElectronicsRepairShops
3175,BEST BUY MHT  00008011,DC,ElectronicSales
3176,360 SYSTEMS,CA,ElectronicSales
3177,"EASTERN LIFT TRUCK CO,",MD,ElectricalPartsAndEquipment
3178,SOCIETY FOR HUMAN RESO,VA,"MembershipOrganizations,NotElsewhereClassified"
3179,SHRM ORG,VA,"MembershipOrganizations,NotElsewhereClassified"
3180,MADISON RESOURCE F,NH,ProfessionalServicesNotElsewhereDefined
3181,MUNICIPAL EMERGENCY SE,CT,GeneralMerchandise
3182,MUNICIPAL EMERGENCY SE,CT,GeneralMerchandise
3183,MUNICIPAL EMERGENCY SE,CT,GeneralMerchandise
3184,COLLIFLOWER INC - 01,MD,BusinessServicesNotElsewhereClassified
3185,SHERRILL,NC,ProfessionalServicesNotElsewhereDefined
3186,USAIRWAY  0372335786354,AZ,U.S.Air
3187,IN THE NEWS,FL,SpecialtyRetailStores-Miscellaneous
3188,DESKMATE OFFICE PRODUC,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
3189,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3190,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
3191,SOCIETY FOR HUMAN RESO,VA,"MembershipOrganizations,NotElsewhereClassified"
3192,SOCIETY FOR HUMAN RESO,VA,"MembershipOrganizations,NotElsewhereClassified"
3193,SOCIETY FOR HUMAN RESO,VA,"MembershipOrganizations,NotElsewhereClassified"
3194,SOCIETY FOR HUMAN RESO,VA,"MembershipOrganizations,NotElsewhereClassified"
3195,AIRTRANAI 33274073391090,GA,MesabaAviation
3196,SHRM ORG,VA,"MembershipOrganizations,NotElsewhereClassified"
3197,SHRM ORG,VA,"MembershipOrganizations,NotElsewhereClassified"
3198,EXPEDIA*TRAVEL,NV,TravelAgenciesandTourOperators
3199,LOWES #00715*,VA,HomeSupplyWarehouseStores
3200,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
3201,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3202,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3203,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
3204,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
3205,AVIS RENT A CAR TOLLS,AZ,"Tolls,RoadAndBridgeFees"
3206,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
3207,MONOPRICE COM,CA,"Computers,ComputerPeripheralEquipment,Software"
3208,TWX*FORTUNE MAGAZINE,NY,DirectMarketing-Continuity/SubscriptionMerchants
3209,FLAGS COM,FL,SpecialtyRetailStores-Miscellaneous
3210,APA,VA,"MembershipOrganizations,NotElsewhereClassified"
3211,CADD MICROSYSTEMS INC,VA,ComputerSoftwareStores
3212,4IMPRINT,WI,DirectMarketing-NotElsewhereClassified
3213,USDA GRADUATE SCHOOL R,DC,"EducationalServices,NotElsewhereClassified"
3214,AD CLUB OF METROPOLITA,VA,"MembershipOrganizations,NotElsewhereClassified"
3215,AD CLUB OF METROPOLITA,VA,"MembershipOrganizations,NotElsewhereClassified"
3216,AD CLUB OF METROPOLITA,VA,"MembershipOrganizations,NotElsewhereClassified"
